op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,output_shape,dtype,Name
call_function,<built-in function add>,{getitem_384: None},"(getitem_384, (1280,))",{},{view_378: None},,getitem_384,view_378,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,add_380
call_method,view,"{contiguous_31: None, add_380: None}","(contiguous_31, add_380)",{},"{size_477: None, size_478: None, view_379: None}",,add_380,size_477,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 20, 64], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_378
call_method,size,{view_378: None},"(view_378,)",{},{getitem_385: None},,view_378,getitem_385,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_477
call_function,<built-in function getitem>,{size_477: None},"(size_477, slice(None, -1, None))",{},{add_381: None},,size_477,add_381,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_385
call_function,<built-in function add>,{getitem_385: None},"(getitem_385, (1280,))",{},{view_380: None},,getitem_385,transformer_h_31_attn_c_proj_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_381
get_attr,transformer.h.31.attn.c_proj.bias,{},(),{},{addmm_125: None},,add_381,size_478,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280,)",torch.float32,transformer_h_31_attn_c_proj_bias
call_method,size,{view_378: None},"(view_378, -1)",{},{view_379: None},,transformer_h_31_attn_c_proj_bias,view_379,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_478
call_method,view,"{view_378: None, size_478: None}","(view_378, -1, size_478)",{},{addmm_125: None},,size_478,transformer_h_31_attn_c_proj_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_379
get_attr,transformer.h.31.attn.c_proj.weight,{},(),{},{addmm_125: None},,view_379,addmm_125,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 1280)",torch.float32,transformer_h_31_attn_c_proj_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_31_attn_c_proj_bias: None, view_379: None, transformer_h_31_attn_c_proj_weight: None}","(transformer_h_31_attn_c_proj_bias, view_379, transformer_h_31_attn_c_proj_weight)",{},{view_380: None},,transformer_h_31_attn_c_proj_weight,view_380,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[1280], [8192, 1280], [1280, 1280]]","[True, True, True]",True,"(8192, 1280)",torch.float32,addmm_125
call_method,view,"{addmm_125: None, add_381: None}","(addmm_125, add_381)",{},{transformer_h_31_attn_resid_dropout: None},,addmm_125,transformer_h_31_attn_resid_dropout,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 1280], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_380
call_module,transformer.h.31.attn.resid_dropout,{view_380: None},"(view_380,)",{},{add_382: None},,view_380,add_382,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.31.attn.resid_dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_31_attn_resid_dropout
call_function,<built-in function add>,"{transformer_h_31_attn_resid_dropout: None, add_375: None}","(transformer_h_31_attn_resid_dropout, add_375)",{},"{transformer_h_31_ln_2: None, add_387: None}",,transformer_h_31_attn_resid_dropout,transformer_h_31_ln_2,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)])}","[[8, 1024, 1280], [8, 1024, 1280]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,add_382
call_module,transformer.h.31.ln_2,{add_382: None},"(add_382,)",{},"{size_479: None, size_480: None, view_381: None}",,add_382,size_479,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.ln_2', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_31_ln_2
call_method,size,{transformer_h_31_ln_2: None},"(transformer_h_31_ln_2,)",{},{getitem_386: None},,transformer_h_31_ln_2,getitem_386,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_479
call_function,<built-in function getitem>,{size_479: None},"(size_479, slice(None, -1, None))",{},{add_383: None},,size_479,add_383,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_386
call_function,<built-in function add>,{getitem_386: None},"(getitem_386, (5120,))",{},{view_382: None},,getitem_386,transformer_h_31_mlp_c_fc_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_383
get_attr,transformer.h.31.mlp.c_fc.bias,{},(),{},{addmm_126: None},,add_383,size_480,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(5120,)",torch.float32,transformer_h_31_mlp_c_fc_bias
call_method,size,{transformer_h_31_ln_2: None},"(transformer_h_31_ln_2, -1)",{},{view_381: None},,transformer_h_31_mlp_c_fc_bias,view_381,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_480
call_method,view,"{transformer_h_31_ln_2: None, size_480: None}","(transformer_h_31_ln_2, -1, size_480)",{},{addmm_126: None},,size_480,transformer_h_31_mlp_c_fc_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_381
get_attr,transformer.h.31.mlp.c_fc.weight,{},(),{},{addmm_126: None},,view_381,addmm_126,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 5120)",torch.float32,transformer_h_31_mlp_c_fc_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_31_mlp_c_fc_bias: None, view_381: None, transformer_h_31_mlp_c_fc_weight: None}","(transformer_h_31_mlp_c_fc_bias, view_381, transformer_h_31_mlp_c_fc_weight)",{},{view_382: None},,transformer_h_31_mlp_c_fc_weight,view_382,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[5120], [8192, 1280], [1280, 5120]]","[True, True, True]",True,"(8192, 5120)",torch.float32,addmm_126
call_method,view,"{addmm_126: None, add_383: None}","(addmm_126, add_383)",{},"{mul_124: None, pow_64: None, add_384: None}",,addmm_126,mul_124,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 5120], [1]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,view_382
call_function,<built-in function mul>,{view_382: None},"(0.5, view_382)",{},{mul_127: None},,view_382,pow_64,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_124
call_function,<built-in method pow of type object at 0x7f703d574d60>,{view_382: None},"(view_382, 3.0)",{},{mul_125: None},,mul_124,mul_125,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,pow_64
call_function,<built-in function mul>,{pow_64: None},"(0.044715, pow_64)",{},{add_384: None},,pow_64,add_384,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_125
call_function,<built-in function add>,"{view_382: None, mul_125: None}","(view_382, mul_125)",{},{mul_126: None},,mul_125,mul_126,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120], [8, 1024, 5120]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,add_384
call_function,<built-in function mul>,{add_384: None},"(0.7978845608028654, add_384)",{},{tanh_31: None},,add_384,tanh_31,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_126
call_function,<built-in method tanh of type object at 0x7f703d574d60>,{mul_126: None},"(mul_126,)",{},{add_385: None},,mul_126,add_385,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,tanh_31
call_function,<built-in function add>,{tanh_31: None},"(1.0, tanh_31)",{},{mul_127: None},,tanh_31,mul_127,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,add_385
call_function,<built-in function mul>,"{mul_124: None, add_385: None}","(mul_124, add_385)",{},"{size_481: None, size_482: None, view_383: None}",,add_385,size_481,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120], [8, 1024, 5120]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,mul_127
call_method,size,{mul_127: None},"(mul_127,)",{},{getitem_387: None},,mul_127,getitem_387,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120]]",[True],True,"(1,)",,size_481
call_function,<built-in function getitem>,{size_481: None},"(size_481, slice(None, -1, None))",{},{add_386: None},,size_481,add_386,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_387
call_function,<built-in function add>,{getitem_387: None},"(getitem_387, (1280,))",{},{view_384: None},,getitem_387,transformer_h_31_mlp_c_proj_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_386
get_attr,transformer.h.31.mlp.c_proj.bias,{},(),{},{addmm_127: None},,add_386,size_482,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280,)",torch.float32,transformer_h_31_mlp_c_proj_bias
call_method,size,{mul_127: None},"(mul_127, -1)",{},{view_383: None},,transformer_h_31_mlp_c_proj_bias,view_383,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120]]",[True],True,"(1,)",,size_482
call_method,view,"{mul_127: None, size_482: None}","(mul_127, -1, size_482)",{},{addmm_127: None},,size_482,transformer_h_31_mlp_c_proj_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120], [1]]","[True, True]",True,"(8192, 5120)",torch.float32,view_383
get_attr,transformer.h.31.mlp.c_proj.weight,{},(),{},{addmm_127: None},,view_383,addmm_127,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(5120, 1280)",torch.float32,transformer_h_31_mlp_c_proj_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_31_mlp_c_proj_bias: None, view_383: None, transformer_h_31_mlp_c_proj_weight: None}","(transformer_h_31_mlp_c_proj_bias, view_383, transformer_h_31_mlp_c_proj_weight)",{},{view_384: None},,transformer_h_31_mlp_c_proj_weight,view_384,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[1280], [8192, 5120], [5120, 1280]]","[True, True, True]",True,"(8192, 1280)",torch.float32,addmm_127
call_method,view,"{addmm_127: None, add_386: None}","(addmm_127, add_386)",{},{transformer_h_31_mlp_dropout: None},,addmm_127,transformer_h_31_mlp_dropout,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 1280], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_384
call_module,transformer.h.31.mlp.dropout,{view_384: None},"(view_384,)",{},{add_387: None},,view_384,add_387,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.31.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.31.mlp.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_31_mlp_dropout
call_function,<built-in function add>,"{add_382: None, transformer_h_31_mlp_dropout: None}","(add_382, transformer_h_31_mlp_dropout)",{},"{transformer_h_32_ln_1: None, add_394: None}",,transformer_h_31_mlp_dropout,transformer_h_32_ln_1,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.31', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)])}","[[8, 1024, 1280], [8, 1024, 1280]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,add_387
call_module,transformer.h.32.ln_1,{add_387: None},"(add_387,)",{},"{size_483: None, size_484: None, view_385: None}",,add_387,size_483,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.32', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.32.ln_1', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_32_ln_1
call_method,size,{transformer_h_32_ln_1: None},"(transformer_h_32_ln_1,)",{},{getitem_388: None},,transformer_h_32_ln_1,getitem_388,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.32', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.32.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.32.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_483
call_function,<built-in function getitem>,{size_483: None},"(size_483, slice(None, -1, None))",{},{add_388: None},,size_483,add_388,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.32', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.32.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.32.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_388
call_function,<built-in function add>,{getitem_388: None},"(getitem_388, (3840,))",{},{view_386: None},,getitem_388,transformer_h_32_attn_c_attn_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.32', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.32.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.32.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_388
